name,place_id,lat,lon,rating,price_level,types,formatted_address,business_status,website,international_phone_number,reviews_count
Bingo kitchen,ChIJN1AnKFz54joR6ZidOeS-HOo,6.9867557,79.9727498,5.0,2,"restaurant, food, point_of_interest, establishment","Mankada Rd, Mawaramandiya 11850, Sri Lanka",OPERATIONAL,N/A,+94 77 671 3031,1
Maya food Cabin,ChIJPbNojVhX4joRKKAeiKFlmxs,6.985495299999999,79.9724152,4.1,2,"restaurant, food, point_of_interest, establishment","661/1 Makola North, Makola ගෝනවල, Mawaramandiya 11640, Sri Lanka",OPERATIONAL,N/A,+94 77 171 8300,50
Satnuta Bath Kade,ChIJOROf7mb44joRxgdiTUtFKHw,7.002830899999999,79.95658,3.0,2,"restaurant, food, point_of_interest, establishment","2X34+4JP, Shramadana Mawatha, Kadawatha, Sri Lanka",OPERATIONAL,N/A,N/A,0
Kadawatha Chicken Kade,ChIJkQd8UjD54joRwUGh2avzcFw,7.0025553,79.9553999,4.0,2,"restaurant, food, point_of_interest, establishment","136/19, 2nd Floor, A1, Kadawatha, Sri Lanka",OPERATIONAL,N/A,N/A,1
Y & J Food Corner,ChIJ69_4qSf54joRjSX2JRer_Sg,7.0027699,79.9559688,3.0,2,"restaurant, food, point_of_interest, establishment","2X34+495, Kadawatha, Sri Lanka",OPERATIONAL,N/A,+94 77 494 1988,0
Massina's - මස්සිනා's fast food,ChIJa-n6hElX4joRbXjLH3o04x4,6.9774565,79.9552707,3.0,2,"restaurant, point_of_interest, food, establishment","XXG4+X4J, Peliyagoda, Sri Lanka",OPERATIONAL,N/A,+94 77 609 0001,0
Hotel Cargis,ChIJk_C3BAD54joRkffC6ywL7so,7.0027007,79.95559899999999,3.0,2,"restaurant, point_of_interest, food, establishment","178/12F2 Kandy Rd, Kadawatha 11850, Sri Lanka",OPERATIONAL,N/A,+94 76 268 8400,1
Ran Samanala Restaurant and Bar,ChIJ_VpvXGb44joRvkTv2KaaY9I,7.002624699999999,79.9552732,4.0,2,"restaurant, point_of_interest, food, establishment","2X34+24R, Kandy - Colombo Rd, Kadawatha, Sri Lanka",OPERATIONAL,N/A,+94 113 502 410,134
Vipulasiri Cream House,ChIJN_-LXmb44joRoJYz4St4oks,7.0026569,79.9553596,3.0,2,"restaurant, point_of_interest, food, establishment","114, 139/1 Kandy Rd, Kadawatha 11600, Sri Lanka",OPERATIONAL,N/A,N/A,0
Olive Restaurant,ChIJt3aSLgD54joRJ2NBQpdsDwQ,6.998554899999999,79.97067369999999,4.7,2,"restaurant, point_of_interest, food, establishment","467/3 Gonahena Rd, Kadawatha, Sri Lanka",OPERATIONAL,N/A,+94 77 577 8572,3
New Junction Bakery and Hotel,ChIJdRkl-3354joRBEO58BzJ6ZY,6.989631399999999,79.9738141,3.0,2,"restaurant, point_of_interest, food, establishment","No: 538, Mawaramandiya, Siyambalape, Mawaramandiya, Sri Lanka",OPERATIONAL,N/A,+94 112 976 129,0
Warm door,ChIJZz-6SwP54joRevgvGQuecLA,7.0015671,79.9524419,4.3,2,"restaurant, point_of_interest, food, establishment","2X22+JXG, Kandy Rd, Kadawatha, Sri Lanka",OPERATIONAL,https://www.facebook.com/Warm-Door-Restaurant-116686293049418/,+94 77 689 3783,14
Banana Leaf Family Restaurant,ChIJU7kgS2_44joRXliHNp5BpgI,7.0009681,79.95158119999999,3.8,2,"restaurant, point_of_interest, food, establishment","418, 1 Mankada Rd, Kadawatha, Sri Lanka",OPERATIONAL,N/A,+94 76 541 2629,1104
Golden Arawana chinese restaurant,ChIJJZFEagD54joRslSjIcGsmro,7.001126,79.9517437,4.0,2,"restaurant, point_of_interest, food, establishment","671/3 Mankada Rd, Kadawatha, Sri Lanka",OPERATIONAL,N/A,N/A,2
Kadawatha,ChIJFTPe1Zb54joRT9Mtio6-TR8,7.001126,79.9517437,3.0,2,"restaurant, point_of_interest, food, establishment","2X22+FM5 Everest, Kadawatha, Sri Lanka",OPERATIONAL,N/A,N/A,0
Aquaman fish tanks,ChIJxa62VAP54joRoJ2Xyv93quk,6.99763,79.94837299999999,3.0,2,"restaurant, point_of_interest, food, establishment","XWXX+385 Bus Stop, Kadawatha, Sri Lanka",OPERATIONAL,N/A,N/A,0
Machan | Kadawatha,ChIJJfcCZm744joR6i3iNB7wOuk,6.997653199999999,79.9483276,4.0,2,"restaurant, point_of_interest, food, establishment","XWXX+388, AH43, Kadawatha, Sri Lanka",OPERATIONAL,N/A,+94 112 927 379,725
New Foodeez,ChIJdws7JAD54joRxxLjc847MYk,7.002661,79.9542594,3.3,2,"restaurant, point_of_interest, food, establishment","2X33+3P6, Kadawatha, Sri Lanka",OPERATIONAL,N/A,N/A,7
මාතර බත් කඩේ,ChIJm_skp2T54joR5YLJsVRMj4Q,7.003062099999999,79.95494149999999,3.5,2,"restaurant, point_of_interest, food, establishment","114 A1, Kadawatha, Sri Lanka",OPERATIONAL,N/A,N/A,2
Devon Family Restaurant,ChIJ8_BiI4754joRUOirTOSUr0o,7.0029514,79.9545472,1.8,2,"restaurant, point_of_interest, food, establishment","5 Kandy Rd, Kadawatha 11850, Sri Lanka",OPERATIONAL,N/A,+94 71 324 6921,6
Dislin Restaurant,ChIJFeu-x4P54joRlkRtkG606QA,7.001525399999999,79.95185029999999,3.6,2,"restaurant, point_of_interest, food, establishment","Kadawatha, Sri Lanka",OPERATIONAL,http://www.dislin.lk/,+94 112 922 991,116
පොල් රොටි කඩේ,ChIJdeO7aoL54joRGP5y8YrABs0,6.9970485,79.94768619999999,4.9,2,"restaurant, point_of_interest, food, establishment","XWWX+R37, A1, Kadawatha, Sri Lanka",OPERATIONAL,N/A,+94 77 691 7440,12
Take a Break,ChIJRQ85orv54joRr4M90_sb-8s,7.003773900000001,79.9566978,5.0,2,"restaurant, point_of_interest, food, establishment","147 A1, Kadawatha, Sri Lanka",OPERATIONAL,N/A,+94 76 684 8081,1
Ceylon Kitul Institute (Pvt) Ltd,ChIJ2-sp_G344joRhqKB9zHnfio,6.9960007,79.9470489,4.3,2,"restaurant, point_of_interest, food, establishment","206,, Kandy Rd, Kadawatha, Sri Lanka",OPERATIONAL,http://kitulsyrup.juriaweb.com/,+94 77 771 4266,63
Wijitha Hotel & Bakers,ChIJg0OrpGj44joRDMmbuxUBXUI,7.001987799999999,79.9521747,3.5,1,"restaurant, point_of_interest, food, establishment","2X22+QVV, Kadawatha, Sri Lanka",OPERATIONAL,N/A,+94 71 331 8090,37
White Palace Hotel & Banquets- Weliweriya,ChIJLXofUSP_4joR7WoTWbsYn4Y,7.018930999999999,80.02602999999999,4.0,2,"restaurant, food, point_of_interest, establishment","164/3 New Kandy Rd, Weliweriya 11063, Sri Lanka",OPERATIONAL,https://www.facebook.com/WhitePalace.Weliweriya/,+94 332 256 560,168
Hotel Winfield,ChIJAbwXhKX44joRY-msRPXzsoM,6.993678699999999,79.9972452,4.0,2,"restaurant, food, point_of_interest, establishment","Galhena Road, Sri Lanka",OPERATIONAL,N/A,+94 77 566 9140,346
Cheese Kotthu House,ChIJJTgfB4f54joRCDvkFfi70TE,6.9862234,79.9952216,4.1,2,"restaurant, food, point_of_interest, establishment","XXPW+F3Q, Sri Lanka",OPERATIONAL,N/A,+94 117 447 737,115
සම්පත් ග්‍රෑන්ඩ් උත්සව ශාලාව,ChIJPyu1YqP44joRx6fHr-RV6Sk,6.9946055,79.9919534,3.2,2,"restaurant, food, point_of_interest, establishment","XXVR+RQW, Mawaramandiya, Sri Lanka",OPERATIONAL,N/A,+94 77 351 1412,18
Sandun Hotel,ChIJL0bJYQD54joRkf1qvr7xSEg,6.9994337,79.9977539,3.0,2,"restaurant, food, point_of_interest, establishment","350 Gonahena, Weboda, Sri Lanka",OPERATIONAL,N/A,N/A,0
Nilusha akalanka,ChIJK0P0AGH54joRreQu1VY8GtQ,6.9914004,79.9902208,3.0,2,"restaurant, food, point_of_interest, establishment","Gonahena Rd, Sri Lanka",OPERATIONAL,N/A,N/A,0
Vianna Country Home,ChIJA2P-o-v_4joR4Hd4H5mhuOg,6.9918306,80.0098084,3.0,2,"restaurant, food, point_of_interest, establishment","423C, Maahena Road, Makola - Udupila Rd, 11700, Sri Lanka",OPERATIONAL,N/A,+94 71 716 6555,0
සම්පත් Hotel,ChIJT62RXxtW4joRr_-GuWO3ISQ,6.9807641,79.9962898,4.6,2,"restaurant, food, point_of_interest, establishment","XXJW+8G3, පාර, Sri Lanka",OPERATIONAL,N/A,N/A,7
Sunshine Hotel,ChIJKYoCI7tX4joRhD9ZZyfkFes,6.9829558,79.99131009999999,4.0,2,"restaurant, food, point_of_interest, establishment","XXMR+5GM, Sri Lanka",OPERATIONAL,N/A,+94 72 434 3477,3
H.D Bun hut,ChIJsXen4SFX4joReaN5kxvqlPc,6.9829648,79.9906811,3.0,2,"restaurant, food, point_of_interest, establishment","104 meegahawaththa, 11700, Sri Lanka",OPERATIONAL,N/A,+94 75 212 7714,0
Salka Restaurant | සල්කා හෝටලය,ChIJ4yR8mf9V4joRzSg4Wbl4Beo,6.9853602,80.0111522,3.7,2,"restaurant, food, point_of_interest, establishment","New Kandy Rd, Sri Lanka",OPERATIONAL,N/A,+94 70 143 2580,10
Pizza Hut - Delgoda,ChIJcXf6CPtV4joRjCvM26vfJkE,6.9858028,80.0118273,4.4,2,"restaurant, food, point_of_interest, establishment","Delgoda, 11700, Sri Lanka",OPERATIONAL,http://www.pizzahut.lk/,+94 117 500 388,211
ඇන්ටිගෙ ආප්ප කඩේ,ChIJH0ECFgBV4joRQG7a3_ai0cU,6.981666499999999,80.0094325,3.0,2,"restaurant, food, point_of_interest, establishment","Golummahara, Sri Lanka",OPERATIONAL,N/A,N/A,0
Thawalama Restaurant,ChIJsXrAQTT_4joRnCctFYkqLQ4,6.9947021,80.01178759999999,3.0,2,"restaurant, food, point_of_interest, establishment","X2V6+RPV, Ranaviru Gama, Sri Lanka",OPERATIONAL,N/A,N/A,0
Siri Rasa Hotel,ChIJ9wvwcLP_4joRGw-NcSkzJvo,6.9869432,80.0123385,3.0,2,"restaurant, food, point_of_interest, establishment","X2P6+QWG, Sri Lanka",OPERATIONAL,N/A,N/A,0
Miyuru hotell,ChIJDQKmgBr_4joR9LQK7eSyQ1U,6.9956219,80.0116498,3.0,2,"restaurant, food, point_of_interest, establishment","286 Webada Rd, Sri Lanka",OPERATIONAL,N/A,N/A,0
Canora Restaurant,ChIJ62iUGwD_4joRo-YvqU_gUYM,6.9870392,80.01318669999999,3.0,2,"restaurant, food, point_of_interest, establishment","X2P7+R77 Canora Restaurant, New Kandy Rd, Sri Lanka",OPERATIONAL,https://www.facebook.com/share/1MMiZzKWBQ/?mibextid=wwXIfr,+94 70 370 2618,0
ලකී රස බොජුන්,ChIJDQF-UQBV4joRyqdfdD-Dx6g,6.9799001,80.0090453,3.0,2,"restaurant, food, point_of_interest, establishment","New Kandy Rd, Sri Lanka",OPERATIONAL,N/A,+94 78 355 1550,0
Aroma Restaurant,ChIJB2jD6FX_4joRams2iTrIW2c,6.987540099999999,80.0135413,3.0,2,"restaurant, food, point_of_interest, establishment",Sri Lanka,OPERATIONAL,N/A,N/A,0
Lohans Pizza,ChIJx4lpkzr_4joRdnjHcAdwH5o,6.9879377,80.0136151,5.0,2,"restaurant, point_of_interest, food, establishment","X2Q7+5CH, Sri Lanka",OPERATIONAL,N/A,+94 76 914 8943,2
Senasuma Hotel,ChIJC_g38FX_4joRsV1xHoaLpCE,6.9870307,80.0134575,2.9,2,"restaurant, point_of_interest, food, establishment","Delgoda - Pugoda Road, Sri Lanka",OPERATIONAL,N/A,+94 76 412 7873,14
Night Food Stall,ChIJ3dBM8FX_4joR9saWGOgyAGA,6.9870056,80.0134703,3.8,2,"restaurant, point_of_interest, food, establishment","X2P7+R95, Sri Lanka",OPERATIONAL,N/A,N/A,4
SAMANTHA CATERING,ChIJOcbUqypX4joRlQqtlJxJgks,6.976835299999999,79.9961936,5.0,2,"restaurant, point_of_interest, food, establishment","605/13, Daranagama, Sri Lanka",OPERATIONAL,N/A,+94 71 901 0492,2
TASTY MORE,ChIJKd2aDgD_4joRqbNyvVFiG2M,6.9874318,80.0136916,5.0,2,"restaurant, point_of_interest, food, establishment","X2P7+XFG, New Kandy Rd, Sri Lanka",OPERATIONAL,N/A,+94 77 798 1028,2
Mr.Bro,ChIJZ7bPZQ3_4joRtA457tAw3cw,6.9874298,80.0137646,5.0,2,"restaurant, point_of_interest, food, establishment","Delgoda East Bus Stop, Delgoda-Pugoda Road, Pugoda, Sri Lanka",OPERATIONAL,N/A,+94 70 561 3356,3
New hotel siyabalape,ChIJAc5liipX4joR_2qFZzBO0VU,6.9784216,80.0078018,3.0,2,"restaurant, point_of_interest, food, establishment","X2H5+947, Sri Lanka",OPERATIONAL,N/A,N/A,0
Namaluwa Food Center - Delgoda,ChIJ0Qbm5lX_4joReufjlRK7SBQ,6.9875915,80.0138463,3.4,2,"cafe, restaurant, point_of_interest, food, establishment","New Kandy Rd, Sri Lanka",OPERATIONAL,http://www.namaluwa.com/,+94 77 310 4686,29
Thusitha catera (delgoda caters),ChIJq7YfFrr_4joRzaF28Qg9UtU,6.9893382,80.0141895,3.0,2,"restaurant, point_of_interest, food, establishment","X2Q7+PMP, Ranaviru Gama, Sri Lanka",OPERATIONAL,N/A,+94 71 823 8038,0
Sena foods,ChIJcXdcG9dX4joRWxfF04ACHco,6.9775866,80.00680779999999,5.0,2,"restaurant, point_of_interest, food, establishment","116/A, Sri Lanka",OPERATIONAL,N/A,+94 71 055 0650,2
Delgoda Food House & Restaurant,ChIJa-R9XAD_4joRPJQjiIHa_K0,6.9892528,80.0142389,5.0,2,"restaurant, point_of_interest, food, establishment","X2Q7+PM5, Sri Lanka",OPERATIONAL,N/A,+94 77 797 5803,2
KiKi Cafe,ChIJJSZor4j_4joR_rLkw-nLChY,6.9893233,80.0144655,3.0,2,"restaurant, point_of_interest, food, establishment","113/8 G New Kandy Rd, 11700, Sri Lanka",OPERATIONAL,N/A,+94 70 487 9379,0
The Hot Bun Way,ChIJ1wzifwn_4joR7h0gQr7tAlw,6.9891801,80.01452189999999,4.8,2,"restaurant, point_of_interest, food, establishment","3a New Kandy Rd, Sri Lanka",OPERATIONAL,N/A,+94 74 073 4677,6
Min Sayura,ChIJFZQ_knJX4joRAJbV8HJDVDA,6.9768684,80.0060577,3.0,2,"restaurant, point_of_interest, food, establishment","X2G4+PCV, Sri Lanka",OPERATIONAL,N/A,N/A,0
මාලිගේ ආප්ප කඩේ,ChIJa3kJ5-FX4joRYJX9vzHJKb8,6.9756652,79.9978086,5.0,2,"restaurant, point_of_interest, food, establishment","Daranagama Rd, Sri Lanka",OPERATIONAL,N/A,+94 335 617 859,1
Ruhunu Hotel,ChIJ9Qv4vi5X4joRtnVW5YqE1LM,6.9764642,80.0058837,3.0,2,"restaurant, point_of_interest, food, establishment","X2G4+H9J, Sri Lanka",OPERATIONAL,N/A,N/A,3
ලන්තෑරුම-Lantheruma,ChIJm6l0sIZX4joRlLc6azbELJQ,6.976148999999999,80.00512359999999,5.0,2,"restaurant, point_of_interest, food, establishment","835/B siyambalapewatta, 11700, Sri Lanka",OPERATIONAL,N/A,+94 70 197 6389,2
කැවුම් කඩේ (keum kade),ChIJi3zatYtX4joRt9VRVrgLjDA,6.975788199999999,80.0046053,4.8,2,"restaurant, point_of_interest, food, establishment","127 New Kandy Rd, Sri Lanka",OPERATIONAL,N/A,+94 76 423 3629,5
Essence caffe,ChIJfykjfABX4joRR8-ccXM1_uA,6.9820075,79.98724700000001,4.0,2,"restaurant, point_of_interest, food, establishment","398/2,siyabalape north, Sri Lanka",OPERATIONAL,N/A,N/A,1
Kethpawana Restaurant,ChIJ-TvMf1H_4joR29jOzeNT1mQ,6.994365699999999,80.01449769999999,4.2,2,"restaurant, point_of_interest, food, establishment","X2V7+PQX, Sri Lanka",OPERATIONAL,N/A,+94 71 662 8199,22
Diojey Restaurant,ChIJfUzMbgBX4joR1pjjMuNkx68,6.9754267,80.00422309999999,3.0,2,"restaurant, food, point_of_interest, establishment","135 New Kandy Rd, Sri Lanka",OPERATIONAL,N/A,N/A,0
Piyarasa Food Corner,ChIJ2QV7vVb_4joRCXzZUfMeyig,6.9905059,80.0153133,3.7,2,"restaurant, food, point_of_interest, establishment","11700, Sri Lanka",OPERATIONAL,N/A,+94 71 447 2303,25
Bell Pepper Chinese Restaurant,ChIJQ5fMpQhW4joRgC8R5g9210M,6.975286499999999,80.0040504,2.0,2,"restaurant, food, point_of_interest, establishment",Sri Lanka,OPERATIONAL,N/A,N/A,1
Piyara Food Center,ChIJEetQf1H_4joRjzIyJXElXvk,6.994513,80.0148514,4.2,2,"restaurant, food, point_of_interest, establishment","X2V7+RW5, Sri Lanka",OPERATIONAL,N/A,N/A,13
Ceylon Curries and Family Restaurant,ChIJCUv00lD_4joRI3G1C8rvaaE,6.994756,80.0151314,5.0,2,"restaurant, food, point_of_interest, establishment","Udupila, No.7/7/B Kandy Road, 11063, Sri Lanka",OPERATIONAL,N/A,+94 112 190 939,1
වෙනස,ChIJST9YCZb_4joRSrBzCG532Uw,6.987854,80.0157633,5.0,2,"restaurant, food, point_of_interest, establishment","51/2 Kammalawaththa, 11700, Sri Lanka",OPERATIONAL,N/A,+94 76 459 6613,1
Nethu Foods,ChIJG356zK3_4joRN-AUf4a-DKc,6.987854,80.0157633,3.0,2,"restaurant, food, point_of_interest, establishment","605/17, Dharanagama, 11700, Sri Lanka",OPERATIONAL,N/A,+94 71 698 1665,0
Ape Kade Tanisha Hotel,ChIJK_kFNw9W4joR1QNs_S02MnA,6.9742112,80.002637,3.7,2,"restaurant, food, point_of_interest, establishment","X2F3+M3J, Gonawala, Sri Lanka",OPERATIONAL,N/A,+94 75 388 0335,55
Tevoli,ChIJEwb4wshV4joR5ZHSxeKHhhQ,6.9847204,80.0154843,4.3,2,"restaurant, food, point_of_interest, establishment","X2M8+V5Q Bus Stop, Wanduraba, Sri Lanka",OPERATIONAL,N/A,+94 77 920 6658,8
Wadiya restaurant,ChIJ79jPepX_4joRmGdMn7GiE9Q,6.995804,80.015704,3.0,2,"restaurant, food, point_of_interest, establishment","34 udupila, New Kandy Rd, Sri Lanka",OPERATIONAL,N/A,N/A,0
Red's Cafe,ChIJaUxuRgD54joR3WVwUlDHEN8,7.0024203,79.9871689,5.0,2,"restaurant, food, point_of_interest, establishment","308/3e Gonahena Rd, Weboda, Sri Lanka",OPERATIONAL,N/A,+94 70 417 1360,1
ACT Resturant,ChIJG0peTgBV4joR3fLB-sfNJ5Y,6.983709699999999,80.0172097,3.0,2,"restaurant, food, point_of_interest, establishment","93/D/1 Kithsiya road, Sri Lanka",OPERATIONAL,N/A,N/A,0
Sha Restaurant Siyambalape,ChIJkX5wbKdX4joRDk1q67ntXQA,6.983827199999999,79.9827645,3.0,2,"restaurant, food, point_of_interest, establishment","Junction, 368/A, 368/A Dikwela Rd, Sri Lanka",OPERATIONAL,N/A,+94 114 334 441,0
Streamhoppers Hub,ChIJXVw7DQD_4joRF1H0x_iKP-I,6.9962483,80.0177327,5.0,2,"restaurant, food, point_of_interest, establishment","29, road, Sri Lanka",OPERATIONAL,N/A,N/A,1
Cafe Karapincha,ChIJlcJF_lT54joRE_59kHeKN_0,6.9860549,79.98152089999999,4.9,2,"restaurant, food, point_of_interest, establishment","71, Mawaramandiya 11607, Sri Lanka",OPERATIONAL,N/A,+94 71 250 3887,15
Green Trakkiyak Kali,ChIJ4UCaSAf54joRWV9lnv6p4kk,7.008282299999999,79.9946868,3.0,2,"restaurant, food, point_of_interest, establishment","305, 13 Weboda E Rd, Weboda 11858, Sri Lanka",OPERATIONAL,http://www.greentrakkiyakkali.com/,N/A,0
CafeFresh,ChIJl0EbCBdX4joR88mvBz2QxYU,6.9697764,80.0021419,5.0,2,"restaurant, food, point_of_interest, establishment","X292+WV6, Sri Lanka",OPERATIONAL,N/A,N/A,1
dulki yoghurt,ChIJ5UqFj2lX4joRPZZqYTeUsOg,6.970457300000001,79.9942808,3.0,2,"restaurant, food, point_of_interest, establishment","XXCV+5PJ, Sri Lanka",OPERATIONAL,N/A,+94 77 322 6122,0
Musleem Hotel,ChIJo46Z7ApX4joRyxmDorHuUO4,6.9696843,80.0025432,5.0,2,"restaurant, food, point_of_interest, establishment","X293+V2F, Sri Lanka",OPERATIONAL,N/A,+94 77 921 0084,1
BOC Kitchen | Mawaramandiya,ChIJabMGDgD54joROWzE-PTqz2E,6.9871121,79.979539,4.3,2,"restaurant, food, point_of_interest, establishment","663/1 B, Mawaramandiya, Sri Lanka",OPERATIONAL,N/A,N/A,3
Kanduboda Village,ChIJBzAPVTtV4joRVnWpV82V-Go,6.982862099999999,80.0251672,3.7,2,"restaurant, food, point_of_interest, establishment","138/K, Sadhaham Mw Kanduboda, 11700, Sri Lanka",CLOSED_TEMPORARILY,N/A,+94 77 720 6698,6
අඹ රුක් සෙවන,ChIJwakeQg9V4joR-_UOL0wpefI,6.980741800000001,80.0233141,3.5,2,"restaurant, food, point_of_interest, establishment","B95, Sri Lanka",OPERATIONAL,N/A,+94 70 363 5770,12
කොත්තු Hut,ChIJA2-kkdJV4joR4JkqCah18gY,6.9838216,80.0582076,5.0,2,"restaurant, food, point_of_interest, establishment","Pugoda, X3M5+G7G, road, katulanda, Sri Lanka",OPERATIONAL,N/A,N/A,1
Nilmini Food Shop,ChIJtdhaxuv_4joRNTDR8gUypPk,7.0047983,80.02138719999999,3.0,2,"restaurant, food, point_of_interest, establishment","86 New Kandy Rd, Sri Lanka",OPERATIONAL,N/A,N/A,0
. සිත්තම.Family resturent,ChIJL4YlcQD_4joRezn6tBR9eqw,7.0059922,80.0222841,5.0,2,"restaurant, food, point_of_interest, establishment","90/5,Naranwal New Kandy Rd, Sri Lanka",OPERATIONAL,N/A,+94 77 787 8134,2
Rome Bun,ChIJ7SsWagD_4joRADqqrCXG00k,7.0042103,80.0207428,3.0,2,"meal_takeaway, restaurant, food, point_of_interest, establishment","223C+M7Q, Sri Lanka",OPERATIONAL,N/A,N/A,0
Idi Appa Kade,ChIJ215taAX_4joR2ZqN3kB-0Vw,7.003230899999999,80.020043,3.0,2,"restaurant, food, point_of_interest, establishment","New Kandy Rd, Sri Lanka",OPERATIONAL,N/A,+94 76 689 6685,0
උදේ දවල් රාත්‍රී කෑම,ChIJecjydzv_4joR4dGzZ86yi_4,7.006038999999999,80.02220640000002,4.0,2,"restaurant, food, point_of_interest, establishment","New Kandy Rd, Sri Lanka",OPERATIONAL,N/A,N/A,1
දිවැස Kitchen,ChIJSXB_DJ__4joR2wKqjJP93KE,7.005856199999999,80.02188459999999,3.0,2,"restaurant, food, point_of_interest, establishment","New Kandy Rd, Sri Lanka",OPERATIONAL,N/A,N/A,0
400cc කටගැස්ම,ChIJf2YTjiD_4joR3hyYavAkeiE,7.005977799999999,80.0219539,4.6,2,"restaurant, point_of_interest, food, establishment","Udupila, Sri Lanka",OPERATIONAL,N/A,+94 75 330 0700,16
Madakkuwa,ChIJX1jBQU3_4joRmT_6xhJrO-M,7.002767299999999,80.0194506,4.8,2,"restaurant, point_of_interest, food, establishment","67/2 New Kandy Rd, Sri Lanka",OPERATIONAL,N/A,+94 77 544 4033,14
1OAK Restaurant,ChIJR7Bdo8b_4joRFAFd6ETBeUM,7.0002758,80.0180776,3.0,2,"restaurant, point_of_interest, food, establishment","New Kandy Rd, Sri Lanka",OPERATIONAL,N/A,N/A,0
ඇල රස Family Restaurant,ChIJLSCsB6P_4joRgbIkNfzFwpc,7.0067001,80.0223528,3.0,2,"restaurant, point_of_interest, food, establishment","224C+MWH, Ranaviru Gama, Sri Lanka",CLOSED_TEMPORARILY,N/A,N/A,0
Asitha Hotel (අසිත හෝටලය),ChIJ-2C25vn_4joRN7jaCXEXDqs,7.0071489,80.0225048,3.0,2,"restaurant, point_of_interest, food, establishment","90/5,Naranwal, New Kandy Rd, Sri Lanka",OPERATIONAL,N/A,N/A,0
Ceylon Spero Family Restaurant,ChIJj7WFS1j_4joR7zSE2kaHO5o,7.010156599999999,80.02447599999999,4.0,2,"restaurant, point_of_interest, food, establishment","155/5 8, 11063, Sri Lanka",OPERATIONAL,https://info.ceylonspero.lk/,+94 70 151 0987,5
Kiriella Kitchen,ChIJgVVmIzn_4joRIw4z29WBx00,7.0111455,80.02446549999999,3.0,2,"restaurant, food, point_of_interest, establishment",Sri Lanka,OPERATIONAL,N/A,N/A,0
"53/4 kirikiththa,weliweriya jayantha",ChIJtRLCG6H_4joRzwjexNismUw,7.0168998,80.0392919,3.0,2,"restaurant, food, point_of_interest, establishment","Dewala Rd, Sri Lanka",OPERATIONAL,N/A,+94 71 332 7816,0
Milano Food Corner,ChIJXy6nyBD_4joRxg3R8uyfdpI,7.0172116,80.0374157,3.7,2,"restaurant, food, point_of_interest, establishment","228P+VXM, Imbula, Sri Lanka",OPERATIONAL,N/A,+94 75 216 8850,7
rasa dahana,ChIJZ5dcxXn_4joRb_8BBERWvog,7.012529799999999,80.02436329999999,5.0,2,"restaurant, food, point_of_interest, establishment","New Kandy Rd, Sri Lanka",OPERATIONAL,N/A,+94 78 763 0081,3
Supiri kade,ChIJYbA4QQD_4joR-O5i6fStdPc,6.993244199999999,80.0680057,5.0,2,"restaurant, food, point_of_interest, establishment","X3V9+86, Palahala, Sri Lanka",OPERATIONAL,N/A,+94 77 168 5829,1
Good,ChIJW1e_7tb_4joRr6-I2BB0seE,7.014833299999999,80.0248661,3.0,2,"restaurant, food, point_of_interest, establishment","227F+WWQ, Gampaha, Sri Lanka",OPERATIONAL,N/A,N/A,0
Wasala Banquets and Nature Resort,ChIJWe1PgSv-4joRp1WemZIqadc,7.0238938,80.08996320000001,4.4,2,"lodging, restaurant, food, point_of_interest, establishment","No: 374/A/2 Pugoda-Mandawala Road, Radawana 11725, Sri Lanka",OPERATIONAL,https://wasalanatureresort.com/,+94 77 780 6100,987
Sappayama Restaurant,ChIJOSqR2WL_4joRbv3VsTG7YwA,6.9945035,80.08486769999999,3.0,2,"restaurant, food, point_of_interest, establishment","X3WP+655, Wanaluwawa, Sri Lanka",OPERATIONAL,N/A,N/A,0
The Food Factory,ChIJVSJJLpX_4joRjKQ9f3SmTAM,7.006399699999999,80.07556799999999,3.0,2,"restaurant, bakery, store, food, point_of_interest, establishment","48/95/1 Ranavirugama Karagala, 11715, Sri Lanka",OPERATIONAL,N/A,+94 77 984 0417,2
Vegas's Restaurant(8.8),ChIJ79qzDVL_4joRHZoE2-8fOg0,7.0001619,80.09403069999999,3.0,2,"bar, restaurant, food, point_of_interest, establishment","Nagas Junction, Pugoda 11061, Sri Lanka",OPERATIONAL,N/A,+94 77 654 5797,0
Batepola Kade,ChIJOXThSAD_4joRxwMZ-wC_Eis,7.001390799999999,80.09314429999999,3.0,2,"restaurant, food, point_of_interest, establishment","232V+H72, Sri Lanka",OPERATIONAL,N/A,N/A,0
Ictara Family Restaurant,ChIJwRFsmuP_4joRKjBsjtVKwso,7.0020652,80.0936234,3.5,2,"restaurant, food, point_of_interest, establishment","232V+RCH, Wanaluwawa, Sri Lanka",OPERATIONAL,N/A,+94 78 486 2172,10
Sumith,ChIJNz2bTY3_4joRCQMlj_9Q-2I,7.009403499999999,80.0976477,3.0,2,"restaurant, food, point_of_interest, establishment","Delgoda - Kirindiwela Rd, Sri Lanka",OPERATIONAL,N/A,N/A,0
Lashan Sampath,ChIJ03Pd1vz_4joRQ5FjHYc_qJ8,7.013513199999999,80.0672929,3.0,2,"restaurant, food, point_of_interest, establishment","2378+CW3, Weliketiyawatta, Sri Lanka",OPERATIONAL,N/A,N/A,0
